#Parameters = {Mesh Pass=2}
#"X / mm"	"B-Field (Ms)_Abs (X) (Mesh Pass=2) [Real Part]"
#---------------------------------------------------------
-10.000000000000	7.3307739367919e-05
-9.8750000000000	7.3929518212062e-05
-9.7500000000000	7.4579757890423e-05
-9.6250000000000	7.5258169281370e-05
-9.5000000000000	7.5964486914944e-05
-9.3750000000000	7.6698504733991e-05
-9.2500000000000	7.7460016963175e-05
-9.1250000000000	7.8248897042888e-05
-9.0000000000000	7.9065016386284e-05
-8.8750000000000	7.9908308621821e-05
-8.7500000000000	8.0778695334597e-05
-8.6250000000000	8.1791713155855e-05
-8.5000000000000	8.2833078162054e-05
-8.3750000000000	8.3901180077250e-05
-8.2500000000000	8.4833204037018e-05
-8.1250000000000	8.5791713878709e-05
-8.0000000000000	8.6780687207582e-05
-7.8750000000000	8.7800129627095e-05
-7.7500000000000	8.8850003314404e-05
-7.6250000000000	8.9930307292014e-05
-7.5000000000000	9.1041019101168e-05
-7.3750000000000	9.2182131479123e-05
-7.2500000000000	9.3353615648835e-05
-7.1250000000000	9.4555465238213e-05
-7.0000000000000	9.5787681628560e-05
-6.8750000000000	9.7050223096402e-05
-6.7500000000000	9.8343106638849e-05
-6.6250000000000	9.9666306124693e-05
-6.5000000000000	0.00010101981051512
-6.3750000000000	0.00010240361656151
-6.2500000000000	0.00010381769245953
-6.1250000000000	0.00010526206511205
-6.0000000000000	0.00010672404479093
-5.8750000000000	0.00010817466338970
-5.7500000000000	0.00011100726974060
-5.6250000000000	0.00011403477880472
-5.5000000000000	0.00011710698589974
-5.3750000000000	0.00012022401311413
-5.2500000000000	0.00012338599392788
-5.1250000000000	0.00012659321604396
-5.0000000000000	0.00012984596681815
-4.8750000000000	0.00013314459799420
-4.7500000000000	0.00013648947507281
-4.6250000000000	0.00014003714950443
-4.5000000000000	0.00014403187190458
-4.3750000000000	0.00014839265410732
-4.2500000000000	0.00015341083742793
-4.1250000000000	0.00015848452236993
-4.0000000000000	0.00016361365156889
-3.8750000000000	0.00016879824690325
-3.7500000000000	0.00017403840421706
-3.6250000000000	0.00017933415761218
-3.5000000000000	0.00018468563591495
-3.3750000000000	0.00019045164170557
-3.2500000000000	0.00019641667323382
-3.1250000000000	0.00020253051571359
-3.0000000000000	0.00020879343211767
-2.8750000000000	0.00021520572991085
-2.7500000000000	0.00022701685565464
-2.6250000000000	0.00024195143640234
-2.5000000000000	0.00025765164747784
-2.3750000000000	0.00027411714611293
-2.2500000000000	0.00029134761101148
-2.1250000000000	0.00030934286777935
-2.0000000000000	0.00032810297837613
-1.8750000000000	0.00034762783976100
-1.7500000000000	0.00036791757459780
-1.6250000000000	0.00038897231261395
-1.5000000000000	0.00041079203484453
-1.3750000000000	0.00033207075349044
-1.2500000000000	0.00022476487323012
-1.1250000000000	0.00011321032865453
-1.0000000000000	4.3655023368656e-06
-0.87500000000000	7.5164087332820e-07
-0.75000000000000	6.1951675484516e-07
-0.62500000000000	5.0539177748906e-07
-0.50000000000000	4.0762202324535e-07
-0.37500000000000	3.2344984610121e-07
-0.25000000000000	2.5003074478113e-07
-0.12500000000000	1.8364650920541e-07
0.0000000000000	1.2681750773730e-07
0.12500000000000	1.5741489136136e-07
0.25000000000000	1.2543422351914e-07
0.37500000000000	1.3097161961572e-07
0.50000000000000	1.7151237705290e-07
0.62500000000000	2.4339538396151e-07
0.75000000000000	3.5391691777527e-07
0.87500000000000	5.0493468725519e-07
1.0000000000000	4.1592434569249e-06
1.1250000000000	0.00011181729896150
1.2500000000000	0.00022358101621920
1.3750000000000	0.00033124637042451
1.5000000000000	0.00041459486333816
1.6250000000000	0.00038964013332897
1.7500000000000	0.00036746953026365
1.8750000000000	0.00034601747731653
2.0000000000000	0.00032532898853757
2.1250000000000	0.00030537597962688
2.2500000000000	0.00028603204448273
2.3750000000000	0.00026731783538298
2.5000000000000	0.00024980474129972
2.6250000000000	0.00023923055547577
2.7500000000000	0.00022895532222662
2.8750000000000	0.00022171141471452
3.0000000000000	0.00021511479984074
3.1250000000000	0.00020865005316744
3.2500000000000	0.00020159848032740
3.3750000000000	0.00019416805304038
3.5000000000000	0.00018709636633553
3.6250000000000	0.00018038283082479
3.7500000000000	0.00017402691626239
3.8750000000000	0.00016802813959080
4.0000000000000	0.00016254561099636
4.1250000000000	0.00015743267456162
4.2500000000000	0.00015257067409786
4.3750000000000	0.00014795948669137
4.5000000000000	0.00014359899194335
4.6250000000000	0.00013948901663975
4.7500000000000	0.00013562948352887
4.8750000000000	0.00013203667228595
5.0000000000000	0.00012864995914477
5.1250000000000	0.00012539218993603
5.2500000000000	0.00012226330620082
5.3750000000000	0.00011926325713272
5.5000000000000	0.00011639211246583
5.6250000000000	0.00011365005923250
5.7500000000000	0.00011103736937503
5.8750000000000	0.00010918267276269
6.0000000000000	0.00010748010049901
6.1250000000000	0.00010580449361392
6.2500000000000	0.00010415591562546
6.3750000000000	0.00010253443607602
6.5000000000000	0.00010094014536592
6.6250000000000	9.9373096880405e-05
6.7500000000000	9.7833409155930e-05
6.8750000000000	9.6481725011058e-05
7.0000000000000	9.5227967867970e-05
7.1250000000000	9.3988222392769e-05
7.2500000000000	9.2762547538311e-05
7.3750000000000	9.1550983331325e-05
7.5000000000000	9.0353572513299e-05
7.6250000000000	8.9308804230931e-05
7.7500000000000	8.8312398540454e-05
7.8750000000000	8.7336481867505e-05
8.0000000000000	8.6380952997594e-05
8.1250000000000	8.5445719722612e-05
8.2500000000000	8.4530691862701e-05
8.3750000000000	8.3635788888867e-05
8.5000000000000	8.2760918472423e-05
8.6250000000000	8.1905984066086e-05
8.7500000000000	8.1070936239308e-05
8.8750000000000	8.0255700286555e-05
9.0000000000000	7.9460176616420e-05
9.1250000000000	7.8684313901698e-05
9.2500000000000	7.7928065837808e-05
9.3750000000000	7.7191347881373e-05
9.5000000000000	7.6491531173348e-05
9.6250000000000	7.5811802609315e-05
9.7500000000000	7.5150734123550e-05
9.8750000000000	7.4516496777125e-05
10.000000000000	7.3938362225322e-05
